"Name","Geoid","pa_or_restart_cat"
"Franklinville Central School District","3611490","Did not receive either PA or Restart Grant"
"Phoenix Central School District","3622920","Did not receive either PA or Restart Grant"
"Le Roy Central School District","3616950","Did not receive either PA or Restart Grant"
"Barnes County North Public School District 7","3800060","Did not receive either PA or Restart Grant"
"Fort Yates Public School District 4","3807200","Did not receive either PA or Restart Grant"
"Newburgh City School District","3620700","Did not receive either PA or Restart Grant"
"Cleveland Hill Union Free School District","3607680","Did not receive either PA or Restart Grant"
"Starpoint Central School District","3628050","Did not receive either PA or Restart Grant"
"Fort Yates Public School District 4","3807200","Did not receive either PA or Restart Grant"
"Tuxedo Union Free School District","3629190","Did not receive either PA or Restart Grant"
"LaMoure Public School District 8","3810740","Did not receive either PA or Restart Grant"
"Rootstown Local School District","3904921","Did not receive either PA or Restart Grant"
"Rock Hill Local School District","3904794","Did not receive either PA or Restart Grant"
"Rock Hill Local School District","3904794","Did not receive either PA or Restart Grant"
"Anna Local School District","3910004","Did not receive either PA or Restart Grant"
"Tunica County School District","2804290","Did not receive either PA or Restart Grant"
"Adams County/Ohio Valley Local School District","3906190","Did not receive either PA or Restart Grant"
"Evergreen Local School District","3904705","Did not receive either PA or Restart Grant"
"Natchez-Adams School District","2803030","Did not receive either PA or Restart Grant"
"Evergreen Local School District","3904705","Did not receive either PA or Restart Grant"
"Preble Shawnee Local School District","3904928","Did not receive either PA or Restart Grant"
"Madison Local School District","3904945","Did not receive either PA or Restart Grant"
"Northridge Local School District","3904803","Did not receive either PA or Restart Grant"
"Tri-Village Local School District","3904668","Did not receive either PA or Restart Grant"
"Tri-Village Local School District","3904668","Did not receive either PA or Restart Grant"
"Natchez-Adams School District","2803030","Did not receive either PA or Restart Grant"
"Western Brown Local School District","3904606","Did not receive either PA or Restart Grant"
"Little Miami Local School District","3905044","Did not receive either PA or Restart Grant"
"Northmont City School District","3904872","Did not receive either PA or Restart Grant"
"Seneca East Local School District","3904968","Did not receive either PA or Restart Grant"
"Hopewell-Loudon Local School District","3904970","Did not receive either PA or Restart Grant"
"Maplewood Local School District","3905021","Did not receive either PA or Restart Grant"
"Sandy Valley Local School District","3904994","Did not receive either PA or Restart Grant"
"Southeast Local School District","3905058","Did not receive either PA or Restart Grant"
"Avon Local School District","3904811","Did not receive either PA or Restart Grant"
"Northwest Local School District","3904990","Did not receive either PA or Restart Grant"
"Louisville City School District","3904987","Did not receive either PA or Restart Grant"
"Yazoo County School District","2804800","Did not receive either PA or Restart Grant"
"Montpelier Exempted Village School District","3904552","Did not receive either PA or Restart Grant"
"Pandora-Gilboa Local School District","3904939","Did not receive either PA or Restart Grant"
"Shawnee Local School District","3904579","Did not receive either PA or Restart Grant"
"Fairfield Local School District","3904762","Did not receive either PA or Restart Grant"
"Copiah County School District","2801220","Did not receive either PA or Restart Grant"
"River View Local School District","3904648","Did not receive either PA or Restart Grant"
"Grenada School District","2801680","Did not receive either PA or Restart Grant"
"Elgin Local School District","3904841","Did not receive either PA or Restart Grant"
"St. Clairsville-Richland City School District","3904599","Did not receive either PA or Restart Grant"
"Springfield Local School District","3905006","Did not receive either PA or Restart Grant"
"Colonel Crawford Local School District","3904651","Did not receive either PA or Restart Grant"
"Lake Local School District","3905069","Did not receive either PA or Restart Grant"
"Washington Local School District","3904823","Did not receive either PA or Restart Grant"
"Washington Local School District","3904823","Did not receive either PA or Restart Grant"
"Otsego Local School District","3905072","Did not receive either PA or Restart Grant"
"Hilliard City School District","3904701","Did not receive either PA or Restart Grant"
"Cuyahoga Falls City School District","3904383","Did not receive either PA or Restart Grant"
"Weathersfield Local School District","3905025","Did not receive either PA or Restart Grant"
"Switzerland of Ohio Local School District","3904865","Did not receive either PA or Restart Grant"
"Jones County School District","2802280","Did not receive either PA or Restart Grant"
"Switzerland of Ohio Local School District","3904865","Did not receive either PA or Restart Grant"
"Poland Local School District","3904834","Did not receive either PA or Restart Grant"
"Water Valley School District","2804500","Did not receive either PA or Restart Grant"
"Poland Local School District","3904834","Did not receive either PA or Restart Grant"
"Chickasaw County School District","2800960","Did not receive either PA or Restart Grant"
"Gahanna-Jefferson City School District","3904696","Did not receive either PA or Restart Grant"
"Beaver Local School District","3904642","Did not receive either PA or Restart Grant"
"Poplarville Separate School District","2803720","Did not receive either PA or Restart Grant"
"Beaver Local School District","3904642","Did not receive either PA or Restart Grant"
"Crestwood Local School District","3904918","Did not receive either PA or Restart Grant"
"Poplarville Separate School District","2803720","Did not receive either PA or Restart Grant"
"Marshall County School District","2802850","Did not receive either PA or Restart Grant"
"Zane Trace Local School District","3904954","Did not receive either PA or Restart Grant"
"Mount Gilead Exempted Village School District","3904553","Did not receive either PA or Restart Grant"
